smiles,logSolubility
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3,-2.596
CCCCCl,-2.03
c1ccc2ccccc2c1,-3.6
CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.1710000000000003
O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658
CCc1ccccn1,0.51
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1
CCSC(=O)N(CC(C)C)CC(C)C,-3.68
BrC(Br)(Br)Br,-3.14
CCNc1nc(Cl)nc(n1)N(CC)CC,-4.06
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2
C=Cc1ccccc1,-2.82
Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O,-1.95
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,-2.17
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536
CCCC(=O)OCC,-1.36
Oc1cccc(Cl)c1,-0.7
c1cc2ccc3cccc4ccc(c1)c2c34,-6.176
COC(=O)C=C,-0.22
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl,-6.57
C1OC(O)C(O)C(O)C1O,0.39
CCN2c1ncccc1N(C)C(=S)c3cccnc23,-4.634
Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34,-3.19
Cc1cc2c3ccccc3ccc2c4ccccc14,-6.57
FC(F)(F)C(Cl)Br,-1.71
OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,-1.23
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09
CCCCCC,-3.84
CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.95
CCCCCCCCCO,-3.01
ClC=C(Cl)Cl,-1.96
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.35
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,-1.8
Cn1cnc2n(C)c(=O)[nH]c(=O)c12,-2.523
OCc1ccccc1,-0.4
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-6.89
Fc1ccccc1,-1.8
CCC1CCCCC1,-4.25
CCCBr,-1.73
CC(=O)C(C)(C)C,-0.72
CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C,-3.59
Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,-3.685
CCOC(C)OCC,-0.43
O=C1NC(=O)NC(=O)C1(CC)C(C)CC,-2.39
O=C1CCCCC1,-0.6
CCCCCCCBr,-4.43
OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,-5.931
CCCC(C)(COC(N)=O)COC(N)=O,-1.807
COc1ccccc1,-1.85
CCCC(=O)CCC,-1.3
Oc1c(Cl)ccc(Cl)c1Cl,-2.64
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72
CCOC(=O)N,0.85
ClC(Br)Br,-1.9
Nc3cc2c1ccccc1ccc2c4ccccc34,-6.2
Cc1c2ccccc2cc3ccccc13,-5.89
Oc1cccc2ncccc12,-2.54
COc1cccc(Cl)c1,-2.78
CC(C)CC(C)(C)O,-0.92
CCCOCC,-0.66
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.76
CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23,-4.207
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915
CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,-3.658
ClC(Cl)C(Cl)Cl,-1.74
CCC(CC)C=O,-1.52
CSc1nc(nc(n1)N(C)C)N(C)C,-2.676
CCC#C,-1.24
CCCCCCCCCC(C)O,-2.94
CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,-4.66
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-4.71
CNC(=O)ON=C(SC)C(=O)N(C)C,0.106
O=C1c2ccccc2C(=O)c3ccccc13,-5.19
Cc1cccc2c1ccc3ccccc32,-5.85
Cc1ccc(O)c(C)c1,-1.19
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.39
CCCCCCC=C,-4.44
CCC(C)(O)CC,-0.36
CCN(CC)C(=S)SCC(Cl)=C,-3.39
CCC(Br)(CC)C(=O)NC(N)=O,-2.68
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,-1.456
c2ccc1[nH]ncc1c2,-2.16
Nc1ccc(cc1)c2ccc(N)cc2,-2.7
c2cnc1ncncc1n2,0.02
Clc1ccc(cc1Cl)c2ccccc2,-6.39
COc2cnc1cncnc1n2,-0.91
CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-3.35
Sc1ccccc1,-2.12
CCC(C)Cl,-1.96
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8
ClCCBr,-1.32
CCC(O)(CC)CC,-0.85
O2c1ccccc1N(CC)C(=O)c3ccccc23,-3.68
CCc1ccccc1CC,-3.28
CCCCCCCCO,-2.39
c1ccoc1,-0.82
Clc1ccc(cc1)N(=O)=O,-2.92
c2c(C)cc1nc(C)ccc1c2,-1.94
CC#N,0.26
CCC1(C(=O)NCNC1=O)c2ccccc2,-2.64
CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.43
CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23,-4.114
CCCCCc1ccccc1,-4.64
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.291
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.49
CCCCOC,-0.99
CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57
Clc1ccc(Cl)cc1,-3.27
O=Cc1ccccc1,-1.19
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24
Cc1ccc(Cl)cc1,-3.08
OC1CCCCCCC1,-1.29
CCO,1.1
CCCCOC=O,-1.37
O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,-4.593999999999999
Nc1ncnc2nc[nH]c12,-2.12
CC(C)C(=O)C(C)C,-1.3
Nc1nc(O)nc2nc[nH]c12,-3.401
CCCc1ccccc1,-3.37
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,-7.337000000000001
Oc1ccc(C=O)cc1,-0.96
O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-6.301
CC(C)OC(=O)C,-0.55
ICI,-2.34
CCNc1nc(Cl)nc(NCC)n1,-4.55
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-5.46
Brc1ccc(I)cc1,-4.56
CCCCCC(O)CC,-1.98
CC(C)CO,0.1
CN(C)C(=O)SCCCCOc1ccccc1,-3.927
Clc1ccccc1I,-3.54
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-5.736000000000001
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O,-3.38
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,-6.6370000000000005
CC(C)C(C)(C)C,-4.36
CC(=C)C=C,-2.03
CCNc1ccccc1,-1.7
NC(N)=NC#N,-0.31
CCOC=O,0.15
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0
BrC(Cl)Cl,-1.54
C1C=CCC=C1,-2.06
Nc1cccc(c1)N(=O)=O,-2.19
O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,-2.369
CN(C)c1nc(nc(n1)N(C)C)N(C)C,-3.364
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.016
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27
CCCCC(=O)OCC,-2.25
CCCCC(=O)CCCC,-2.58
c2ccc1ocnc1c2,-1.16
C1OC1c2ccccc2,-1.6
O=C1CCC(=O)N1,0.3
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613
CCCCC(C)(O)CC,-1.6
O=C1NC(=O)NC(=O)C1(C)CC=C,-1.16
Clc1cc(Cl)c(Cl)c(Cl)c1,-4.63
CC(Cl)(Cl)Cl,-2.0
NC(=O)CCl,-0.02
Oc1c(Cl)cc(Cl)cc1Cl,-2.34
CCCCCCCCCCCCCCCCCCCC,-8.172
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl,-6.47
COC(=O)c1ccccc1,-1.85
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,-7.39
O=N(=O)c1c(Cl)c(Cl)ccc1,-3.48
CC(C)C(C)C,-3.65
CC(C)C1CCC(C)CC1=O,-2.35
CC1CCCO1,0.11
ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.37
CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239
CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0
NC(=O)N,0.96
CC(=O)Nc1ccc(F)cc1,-1.78
CCSCc1ccccc1OC(=O)NC,-2.09
FC(F)(Cl)C(F)(F)Cl,-2.74
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,-4.432
CC,-1.36
Brc1cc(Br)cc(Br)c1,-5.6
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C,-5.292999999999999
CCCCCCBr,-3.81
CCCCCOC(=O)CC,-1.28
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,-6.78
CCOC(=O)C=Cc1ccccc1,-3.0
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2
CCCCCCCI,-4.81
CCCCCC(C)(C)O,-1.72
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018
Oc2ncc1nccnc1n2,-1.947
C=CCS(=O)SCC=C,-0.83
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.65
Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-9.15
CC(C)C(O)C(C)C,-1.22
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981
CI,-1.0
CCCCCCCCC=C,-5.51
COCOC,0.48
C/C=C/C=O,0.32
CNC(=O)ON=C(CSC)C(C)(C)C,-1.62
BrC(Br)Br,-1.91
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,-4.02
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,-7.01
CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.661
c1ccc2cc3ccccc3cc2c1,-6.35
CCC(O)CC,-0.24
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12
CCc1ccccc1,-2.77
c3ccc2c(O)c1ccccc1cc2c3,-4.73
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7,-3.931
C1Cc2cccc3cccc1c23,-4.63
OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl,-1.84
CC(C)N(C(=O)CCl)c1ccccc1,-2.48
c1ccccc1(OC(=O)NC),-1.803
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.8759999999999999
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924
Clc1ccccc1,-2.38
N(c1ccccc1)c2ccccc2,-3.504
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.499
Nc1ccccc1O,-0.72
CCCCCCCO,-1.81
CCCC(C)(O)CC,-0.98
CNC(=O)C(C)SCCSP(=O)(OC)(OC),1.144
ClCCCCl,-1.62
COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,-3.2460000000000004
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233
CC(C)C(=O)C,-0.12
c1(O)c(C)ccc(C(C)C)c1,-2.08
CC1(C)C2CCC1(C)C(=O)C2,-1.96
CC/C=C\C,-2.54
CC(C)CBr,-2.43
C=CCCC=C,-2.68
c1ccc(cc1)c2ccccc2,-4.345
CC(C)=CCCC(C)=CC(=O),-2.06
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321000000000001
O=N(=O)OCC(CON(=O)=O)ON(=O)=O,-2.22
Ic1ccccc1,-3.01
Clc1cccc(Br)c1,-3.21
CCCC(=O)CC,-0.83
Nc2cccc3nc1ccccc1cc23,-4.22
CC1=C(CCCO1)C(=O)Nc2ccccc2,-2.56
COC(=O)c1ccc(O)cc1,-1.827
CC(C)CC(C)C,-4.26
c1ccccc1C(O)c2ccccc2,-2.55
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,-1.601
CCCCCCCCCCCCCCO,-5.84
CCCCCCCCCC(=O)OCC,-4.1
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5,-4.445
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,-2.647
CCI,-1.6
O=C1NC(=O)C(=O)C(=O)N1,-1.25
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C,-5.66
CCOc2ccc1nc(sc1c2)S(N)(=O)=O,-3.81
Fc1ccc(F)cc1,-1.97
Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl,-7.66
Cc1ccccc1Br,-2.23
Cc1cccc(O)c1,-0.68
CCc1ccc2ccccc2c1,-4.29
CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-6.124
NC(=N)NS(=O)(=O)c1ccc(N)cc1,-1.99
NC(=S)N,0.32
CC(=O)Nc1nnc(s1)S(N)(=O)=O,-2.36
Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,-3.094
CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338
Cc1ccc(C)cc1,-2.77
CCCCCCCCCCCCCCCO,-6.35
CCCCCCC#C,-3.66
c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl),-5.43
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,-2.322
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.999
CCOC(=O)CC,-0.66
Nc1cc[nH]c(=O)n1,-1.155
c2ccc1NCCc1c2,-1.04
O=C1NC(=O)NC(=O)C1(C)C,-1.742
C(Cc1ccccc1)c2ccccc2,-4.62
Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-8.6
CCCCCCCC#C,-4.24
OCC(O)C(O)CO,0.7
Cc1cccc2c(C)cccc12,-4.678999999999999
CCC(C)CCO,-0.71
BrCBr,-1.17
CC(C)CCOC(=O)C,-1.92
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.468
CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.716
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.284
CN(C)C(=O)N(C)C,0.94
CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,-4.873
Oc1ccccc1N(=O)=O,-1.74
CC(=C)C1CC=C(C)C(=O)C1,-2.06
Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-9.16
CCC(CC)CO,-1.17
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003
Nc1ccccc1N(=O)=O,-1.96
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-7.8
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,-0.17
CC(C)CC(C)(C)C,-4.74
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-6.49
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O,-4.955
CCC(C)CO,-0.47
CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C,-4.65
CCCCCCCl,-3.12
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.017000000000001
C/C1CCCCC1\C,-4.3
Clc1ccc(I)cc1,-4.03
Oc1cccc(Cl)c1Cl,-1.3
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19
CCN2c1ccccc1N(C)C(=O)c3ccccc23,-4.749
O=C1CNC(=O)N1,-0.4
Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl,-7.92
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,-6.51
CCCCCCC,-4.53
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-4.31
CC12CCC(CC1)C(C)(C)O2,-1.74
CCN2c1ccccc1N(C)C(=O)c3cccnc23,-3.324
CCCCC(CC)CO,-2.11
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89
CNC(=O)Oc1cccc2ccccc12,-3.224
CCOC(=O)C,-0.04
CC(C)c1ccc(C)cc1O,-2.22
NNc1ccccc1,0.07
CN(C)C=Nc1ccc(Cl)cc1C,-2.86
CCCCCC(C)C,-5.08
CCSCC,-1.34
Cc1c[nH]c2ccccc12,-2.42
Clc1ccccc1Br,-3.19
Nc1cccc2ccccc12,-1.92
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.317
Cc1cccc2ccccc12,-3.7
Oc1ccccc1Cl,-1.06
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-11.6
Cc1ccc(N)cc1,-1.21
O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349
O=C1CCCN1,1.07
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.7
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54
c1c(NC(=O)c2ccccc2(I))cccc1,-4.21
Cc1cc(C)cc(O)c1,-1.4
CCCCCC(=O)OCC,-2.35
CN(C)C(=O)Nc1ccccc1,-1.6
CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,-3.408
C1CCOCC1,-0.03
CC1=CCC(CC1)C(C)=C,-4.26
Clc1cccc(c1)c2cc(Cl)ccc2Cl,-6.01
CCCCl,-1.47
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-0.85
O=C1NC(=O)NC(=O)C1(CC)CC=C,-1.614
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.11
Cc1cc(=O)n(c2ccccc2)n1C,0.715
Cc1ccc2cc(C)ccc2c1,-4.89
CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,-5.382000000000001
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,-3.46
CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,-3.64
CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,-5.41
Oc1c(I)cc(C#N)cc1I,-3.61
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,-4.38
CCNc1nc(NC(C)C)nc(OC)n1,-2.084
CC(=O)OCC(COC(=O)C)OC(=O)C,-0.6
Brc1ccccc1,-2.55
Brc1cccc(Br)c1,-3.54
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-4.46
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15
COc1ncnc2nccnc12,-1.11
c1cnc2c(c1)ccc3ncccc23,-2.68
CC(C)C,-2.55
COc1ccc(C=O)cc1,-1.49
Nc1cccc(Cl)c1,-1.37
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl,-5.64
CCOC(=O)CC(=O)OCC,-0.82
Nc1ccc(Cl)cc1,-1.66
CCCCCC=O,-1.3
CCCC=C,-2.68
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,-4.89
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2,-4.632
Cc1ccccc1N,-2.21
CCCC(C)(C)C,-4.36
CC(C)CCCO,-1.14
CCCCCC#C,-3.01
CCCC(C)C,-3.74
CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23,-4.553999999999999
ClC=C,-1.75
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl,-3.05
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC,-3.84
CCCC=O,-0.01
C/C1CCC(\C)CC1,-4.47
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.194
Cc1c2ccccc2c(C)c3ccccc13,-6.57
O=c1[nH]cnc2nc[nH]c12,-2.296
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl,-2.68
CCN(=O)=O,-0.22
CCN2c1ncccc1N(C)C(=O)c3cccnc23,-2.62
CCCCCCCCCCCCCCCCCCO,-8.4
CCCCC,-3.18
Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.42
COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564
CC(C)C(C)O,-0.18
Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,-4.7
Clc1ccccc1c2ccccc2Cl,-5.27
Oc1cc(Cl)cc(Cl)c1Cl,-2.67
c1cncnc1,1.1
CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23,-5.36
NC(=O)c1cccnc1,0.61
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl,-7.42
Cc1c(cccc1N(=O)=O)N(=O)=O,-3.0
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.752000000000001
CCCCCC1CCCC1,-6.08
OCC1OC(O)C(O)C(O)C1O,0.74
c1ccncc1,0.76
O=c1[nH]cnc2[nH]ncc12,-2.266
O=C2NC(=O)C1(CC1)C(=O)N2,-1.886
c1ccc2c(c1)ccc3ccccc32,-5.26
COc1ccccc1Cl,-2.46
COC=O,0.58
Clc1cccc(Cl)c1c2ccccc2,-5.21
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38
